,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,pH,sulphates,other_acids,free sulfur dioxide,total sulfur dioxide,density,alcohol
0,-0.1670299068436532,-0.42330274702710247,0.28417952079178405,3.206483430462869,-0.3151733243327983,-1.35872244468154,-0.545791009891293,-0.45120942763543725,0.8155653085446922,0.9599756048834102,2.102213650971884,-1.418558211070525
1,-0.7068826446537866,-0.24108295430497081,0.14648931650753128,-0.8080121039473379,-0.20099633254354773,0.507693001402056,-0.2769786133104679,-0.8533719611613179,-0.9311070516567161,0.2876175394013979,-0.23233191758026725,-0.8316151563879578
2,0.6813101097151273,-0.36256281611972513,0.5595599293602903,0.30595786109842643,-0.1724520845962351,0.2588376085909095,-0.6129941090364993,0.12175018035483698,-0.02959873671405376,-0.33165962617413963,0.13452524319218456,-0.32852110951718577
3,-0.012786267469329295,-0.6662624706566116,0.008799112223278146,0.6422506807348835,0.05590189898226561,-0.17665932882859556,-0.8818065056173244,-0.02158537969260744,0.928253847912525,1.2430737377179415,0.3012784980887906,-0.49621912514077593
4,-0.012786267469329295,-0.6662624706566116,0.008799112223278146,0.6422506807348835,0.05590189898226561,-0.17665932882859556,-0.8818065056173244,-0.02158537969260744,0.928253847912525,1.2430737377179415,0.3012784980887906,-0.49621912514077593
5,0.6813101097151273,-0.36256281611972513,0.5595599293602903,0.30595786109842643,-0.1724520845962351,0.2588376085909095,-0.6129941090364993,0.12175018035483698,-0.02959873671405376,-0.33165962617413963,0.13452524319218456,-0.32852110951718577
6,-0.7840044643409482,-0.11960309249021615,-1.092722522050746,0.3269761623257049,-0.3151733243327983,-0.23887317703138078,-0.41138481160088064,0.30871805770979777,-0.02959873671405376,0.3583920726100308,0.06782394123355695,-0.7477661485761627
7,-0.1670299068436532,-0.42330274702710247,0.28417952079178405,3.206483430462869,-0.3151733243327983,-1.35872244468154,-0.545791009891293,-0.45120942763543725,0.8155653085446922,0.9599756048834102,2.102213650971884,-1.418558211070525
8,-0.7068826446537866,-0.24108295430497081,0.14648931650753128,-0.8080121039473379,-0.20099633254354773,0.507693001402056,-0.2769786133104679,-0.8533719611613179,-0.9311070516567161,0.2876175394013979,-0.23233191758026725,-0.8316151563879578
9,0.6813101097151273,-0.7270024015639889,0.7660952357866697,-0.8290304051746165,-0.34371757228011074,0.009982215779765715,-0.545791009891293,-0.08478512607154243,-0.14228727608188654,0.23453663949492326,-0.2990332195389319,0.4261199607889731
10,0.6813101097151273,-0.42330274702710247,0.6284050315024166,-0.8395395557882558,-0.6577042997005496,-1.4209362928843252,0.19344308070597666,0.05290507821271073,-1.1001398607084654,-0.933243158447519,-1.299552748918457,1.264610038906927
11,1.0669192081509369,-0.6662624706566116,0.5595599293602903,-0.26153627203809504,-0.6006158038059243,-0.48772856984252727,-0.008166216729642429,0.5073592787906466,-0.7620742426049669,-0.11933602654824106,0.0011226392749293518,-0.6639171407643676
12,0.5270664703408041,-0.969962125193498,0.3530246229339106,-0.8920853088564522,-0.4578945640693613,-0.23887317703138078,0.6638647747224204,0.1740418474068935,-0.8184185122888833,-0.7209195588216204,-0.8993449371666544,0.25842194516538286
13,-0.47551718559230105,-1.0914419870082526,0.5595599293602903,-0.8290304051746165,-0.34371757228011074,2.000825358268935,-0.0753693158748488,-1.0350771149525912,0.9845981175964413,0.4822475057251383,-1.1661501450012017,1.6000060701541088
14,0.8355537490894519,0.48779621658355643,2.074152176487073,2.90171806266733,-0.4578945640693613,-1.4831501410871133,0.9326771713032459,-1.2385984273976214,0.5901882298090266,0.9953628714877266,1.8354084431373736,-0.6639171407643676
